variant,target,feature,gain
xgboost_multisource_next_day,target_traffic_density,rolling24_traffic_density_std,0.28628671169281006
xgboost_multisource_next_day,target_traffic_density,lag72_precipitation,0.2815344035625458
xgboost_multisource_next_day,target_traffic_density,rolling72_pm2_5_min,0.2806345820426941
xgboost_multisource_next_day,target_traffic_density,rolling72_us_aqi_max,0.2791120707988739
xgboost_multisource_next_day,target_traffic_density,lag48_sulphur_dioxide,0.2758687734603882
xgboost_multisource_next_day,target_traffic_density,lag72_us_aqi,0.27557769417762756
xgboost_multisource_next_day,target_traffic_density,lag48_ozone,0.27075472474098206
xgboost_multisource_next_day,target_traffic_density,rolling72_pm2_5_mean,0.2684243619441986
xgboost_multisource_next_day,target_traffic_density,population,0.2666672468185425
xgboost_multisource_next_day,target_traffic_density,rolling48_pm2_5_mean,0.26373228430747986
xgboost_multisource_next_day,target_traffic_density,rolling72_us_aqi_mean,0.2634342908859253
xgboost_multisource_next_day,target_traffic_density,lag48_nitrogen_dioxide,0.2577172517776489
xgboost_multisource_next_day,target_traffic_density,lag72_temperature_2m,0.25330591201782227
xgboost_multisource_next_day,target_traffic_density,lag24_nitrogen_dioxide,0.2529614567756653
xgboost_multisource_next_day,target_traffic_density,rolling24_pm2_5_std,0.25274795293807983
xgboost_multisource_next_day,target_traffic_density,rolling48_pm2_5_max,0.2511371672153473
xgboost_multisource_next_day,target_traffic_density,lag24_pm2_5,0.25039809942245483
xgboost_multisource_next_day,target_traffic_density,lag72_nitrogen_dioxide,0.24950499832630157
xgboost_multisource_next_day,target_traffic_density,forecast_temperature_2m,0.24903376400470734
xgboost_multisource_next_day,target_traffic_density,rolling24_pm2_5_mean,0.24399720132350922
xgboost_multisource_next_day,target_traffic_density,rolling48_us_aqi_max,0.24380560219287872
xgboost_multisource_next_day,target_traffic_density,lag72_sulphur_dioxide,0.2420877367258072
xgboost_multisource_next_day,target_traffic_density,lag48_temperature_2m,0.24052298069000244
xgboost_multisource_next_day,target_traffic_density,rolling48_pm2_5_min,0.23721450567245483
xgboost_multisource_next_day,target_traffic_density,lag24_wind_speed_10m,0.23699446022510529
xgboost_multisource_next_day,target_traffic_density,lag48_pm2_5,0.2338128536939621
xgboost_multisource_next_day,target_traffic_density,forecast_precipitation,0.23227131366729736
xgboost_multisource_next_day,target_traffic_density,rolling24_pm2_5_max,0.2301829308271408
xgboost_multisource_next_day,target_traffic_density,rolling72_currentspeed_max,0.22844377160072327
xgboost_multisource_next_day,target_traffic_density,lag48_precipitation,0.2283947616815567
xgboost_multisource_next_day,target_traffic_density,lag24_precipitation,0.22616715729236603
xgboost_multisource_next_day,target_traffic_density,lag48_wind_speed_10m,0.22222186625003815
xgboost_multisource_next_day,target_traffic_density,rolling48_currentspeed_max,0.2186550796031952
xgboost_multisource_next_day,target_traffic_density,lag48_relative_humidity_2m,0.21795666217803955
xgboost_multisource_next_day,target_traffic_density,rolling48_pm2_5_std,0.21400924026966095
xgboost_multisource_next_day,target_traffic_density,rolling48_currentspeed_std,0.21255241334438324
xgboost_multisource_next_day,target_traffic_density,forecast_wind_speed_10m,0.21165846288204193
xgboost_multisource_next_day,target_traffic_density,rolling24_us_aqi_max,0.21033483743667603
xgboost_multisource_next_day,target_traffic_density,lag72_pm10,0.20744560658931732
xgboost_multisource_next_day,target_traffic_density,lag24_cloud_cover,0.20706398785114288
xgboost_multisource_next_day,target_traffic_density,area_km2,0.20565958321094513
xgboost_multisource_next_day,target_traffic_density,rolling24_pm2_5_min,0.20539051294326782
xgboost_multisource_next_day,target_traffic_density,lag48_us_aqi,0.20261049270629883
xgboost_multisource_next_day,target_traffic_density,lag48_cloud_cover,0.20229342579841614
xgboost_multisource_next_day,target_traffic_density,lag24_us_aqi,0.20201396942138672
xgboost_multisource_next_day,target_traffic_density,rolling72_us_aqi_std,0.20100228488445282
xgboost_multisource_next_day,target_traffic_density,lag24_sulphur_dioxide,0.1980799436569214
xgboost_multisource_next_day,target_traffic_density,lag72_pm2_5,0.19367055594921112
xgboost_multisource_next_day,target_traffic_density,rolling48_us_aqi_std,0.1907617300748825
xgboost_multisource_next_day,target_traffic_density,lag24_pm10,0.1892157793045044
xgboost_multisource_next_day,target_traffic_density,rolling72_pm2_5_std,0.18696871399879456
xgboost_multisource_next_day,target_traffic_density,lag48_carbon_monoxide,0.18663986027240753
xgboost_multisource_next_day,target_traffic_density,lag72_cloud_cover,0.1850646436214447
xgboost_multisource_next_day,target_traffic_density,forecast_cloud_cover,0.18445749580860138
xgboost_multisource_next_day,target_traffic_density,rolling24_us_aqi_mean,0.18441739678382874
xgboost_multisource_next_day,target_traffic_density,rolling24_us_aqi_min,0.18214628100395203
xgboost_multisource_next_day,target_traffic_density,rolling72_pm2_5_max,0.1821414679288864
xgboost_multisource_next_day,target_traffic_density,lag48_pm10,0.17810870707035065
xgboost_multisource_next_day,target_traffic_density,lag24_freeflowspeed,0.17794528603553772
xgboost_multisource_next_day,target_traffic_density,lag72_wind_speed_10m,0.17643453180789948
xgboost_multisource_next_day,target_traffic_density,rolling24_traffic_density_max,0.1762864738702774
xgboost_multisource_next_day,target_traffic_density,rolling48_us_aqi_min,0.17564259469509125
xgboost_multisource_next_day,target_traffic_density,lag24_currentspeed,0.1678258329629898
xgboost_multisource_next_day,target_traffic_density,rolling24_traffic_density_min,0.1619832068681717
xgboost_multisource_next_day,target_traffic_density,lag72_freeflowspeed,0.1547875553369522
xgboost_multisource_next_day,target_traffic_density,lag48_freeflowspeed,0.15470926463603973
xgboost_multisource_next_day,target_traffic_density,lag72_carbon_monoxide,0.14683540165424347
xgboost_multisource_next_day,target_traffic_density,lag24_carbon_monoxide,0.1353960633277893
xgboost_multisource_next_day,target_traffic_density,rolling24_currentspeed_std,0.13065189123153687
